PC1,PC2,cluster
-1.8874466146306632,-0.5756469121144693,2
0.10578506567635881,-0.4990095082847957,0
-0.0391863504402651,0.1626452716555935,0
4.068817295720483,-0.10072615927109516,1
0.529133120929483,-1.4474852829690008,0
-0.6466257476019547,1.508231173536127,0
-2.181304824747251,-0.5628066589581087,2
-0.7656557310527528,0.2699028838310299,0
0.7576103699164725,0.4138877974180727,3
3.9868680745287906,0.27551888086725945,1
-0.6830866799617161,0.35490414487781546,0
-2.1104021542157394,-0.6569963782237911,2
1.7154727414753348,-0.11939779145545422,3
1.7265652032120384,0.6569814599017607,3
3.910785119796982,0.36237768992784475,1
-1.0847476403150413,0.4012769076706703,0
-0.43976287241892753,-0.6025766541782472,0
-0.8928388132293006,-0.11437944809330793,0
-1.2806101683534488,-0.18857755340019103,2
2.5482689991718637,-1.7664976536230999,1
2.9129174395725377,-0.9755663245109999,1
-1.1022472923869129,-0.08356034408074867,2
2.249371241780408,-2.2605066093033703,1
-1.4284267772268051,0.28093933071817645,2
1.5048845438530565,-1.0874171837653506,3
-0.2391931644137399,0.7829527254614224,0
-2.220859735023062,-0.6959272446120277,2
2.2178664280539233,0.7387752057156847,3
2.7378269402161086,-0.1842756828016051,1
5.137124051635198,-1.2125926166003211,1
-0.6639683127300919,-0.19939420169582123,0
0.053781841284888054,1.1524873954097803,0
-0.9944668179938733,0.23261138054664815,0
-1.1653466858583035,-0.23779411056333427,2
